number,date,title,length,inKey,tempo,topic,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,mood,spotify,itunes,bandcamp,tags
344,12/10/2009,AMC Technology,1:00,A,110,Contest,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=cIEYj34Erls,when i'm waiting on the phone to talk to a customer service rep i've been on hold for hours and i'm ready to give up i get on the line and i have to repeat myself giving all this relevant info that i've already told someone else meanwhile at the call center they're feeling overwhelmed with the holiday season upon them call volume starts to swell if only there were someway to increase efficiency so they could help customers faster so everyone's happy AMC technology connecting businesses to call centers so everybody's happy call center agents get my info automatically and when i'm happy you're happy,,,,,Intense,https://open.spotify.com/track/3oU3hVGV71FQQvrE8bwtHj,https://itunes.apple.com/ph/album/amc-technology/1133062645?i=1133062968,https://jonathanmann.bandcamp.com/track/upon-seeing-the-twitpic-conversation-between-demi-moore-and-ashton-kutcher,"Rock, Cheesy"
345,12/11/2009,Pirates Life,2:51,F#m,93,Contest,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=RVTlQFxumiM,goin' back i swore i wouldn't but i feel the pull is it fate is it destiny or an implanted chip in the back of my skull i thought i was done with the pirates life guess i thought wrong on the bow of the good ship gloria we'll be singing this song on the banks of that lonely isle where i was left to die a dream of an angel came she asked me why why was i marooned when i could've been the king i didn't knw what to tell her i didn't say anything it's not a life for everyone this much i understand if you like creature comforts if you like your picnics planned but the pirates life is the one for me and forever i will stand with my head held high against the tyrants who try to take our land as my ship draw near to the anchor point i sense that something's off not a sound for miles around not single seagull cough from the depths of the hungry ocean a fiery mouth appears and through rain and sleet and hail and wind all that i can heara,,,,,Excited,https://open.spotify.com/track/571RfTvLdghKc9dzwhG70I,https://itunes.apple.com/ph/album/pirates-life/1133062645?i=1133062969,https://jonathanmann.bandcamp.com/track/amc-technology,"Folk, Dark, Wistful, Rough"
346,12/12/2009,A Snickers Noir,0:30,D#m,100,Contest,Berkeley ,"Vocals, Synths, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=rP102gvW37M,Noir!,,,,,Intense,https://open.spotify.com/track/050xtq392yrhZeGhOs0yjn,https://itunes.apple.com/ph/album/a-snickers-noir/1133062645?i=1133062970,https://jonathanmann.bandcamp.com/track/pirates-life,"Rock, Dark, Narrative, Food, Snickers"
347,12/13/2009,A Humble Plea for Database Security,1:13,F,95,Contest,Berkeley ,"Vocals, Piano, Samples, Drum Machine",Clean,https://www.youtube.com/watch?v=6XU4g6tfXOg,A song about Database Security.,,,,,Chill,https://open.spotify.com/track/6C5w0DmO9RJhFtrXvmjklC,https://itunes.apple.com/ph/album/a-humble-plea-for-database-security/1133062645?i=1133062971,https://jonathanmann.bandcamp.com/track/a-snickers-noir,"Rock, Funny, Light"
348,12/14/2009,So Obvious,1:44,A,90,Poetic,Berkeley ,"Vocals, Piano, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=oSEj2bw0Cgc,Ob-vi-ous,,,,,Chill,https://open.spotify.com/track/3xqkUuxeeKRn47o6vpv1v1,https://itunes.apple.com/ph/album/so-obvious/1133062645?i=1133062972,https://jonathanmann.bandcamp.com/track/a-humble-plea-for-database-security,"Electro, Dreamy, Dark, Vocoder"
349,12/15/2009,"If You Piled Up Everything I Didn't Know
Would It Be As Big As the Universe? Oh.",2:31,E,112,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=jAvJHgUiclY,Another one made up on the spot,,,,,Chill,https://open.spotify.com/track/4Ki5iWunPBj6py4lBXv3xa,https://itunes.apple.com/ph/album/if-you-piled-up-everything-i-didnt-know-would-it-be/1133062645?i=1133062973,https://jonathanmann.bandcamp.com/track/so-obvious,"Folk, Light, Delicate, Science"
350,12/16/2009,Joseph isadore...Palpatine?,1:19,A,86,Politics,Berkeley ,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=fTAoSC9xXqw,What a jerk...,,,,,Drunk,https://open.spotify.com/track/29RpuCi6PHJF4xY5doliss,https://itunes.apple.com/ph/album/joseph-isadore-palpatine/1133062645?i=1133062974,https://jonathanmann.bandcamp.com/track/if-you-piled-up-everything-i-didnt-know-would-it-be-as-big-as-the-universe-oh,"Folk, Political, Famous Person, Joe Lieberman, Emperor Palpatine"
351,12/17/2009,All My Mutant Homies (Say What!),3:45,E,74,Nerd,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=NTMePK6auh8,"hey girl, you're a mutant freak i wanna snuggle up to you nuzzle mutant cheek to cheek make a baby mutant ooo ooo oo for all my mutant homies i say yeah it's gonna be all right yeah hey man you're a stiff stiff collar get up offa my porch you don't wanna hear me holler or light my mutant torch hey girl you're a mutant princess i'd lay down and die for you i'd push you on the mutant swing sets in the alpha omega zoo",,,,,Intense,https://open.spotify.com/track/2ZOmdFNP9EUIaKTMJlofo7,https://itunes.apple.com/ph/album/all-my-mutant-homies-say-what/1133062645?i=1133062975,https://jonathanmann.bandcamp.com/track/joseph-isadore-palpatine,"Folk, Fun, Silly, Dark, Mutants"
352,12/18/2009,I'll Be Seeing You,0:46,D,80,Poetic,Berkeley ,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=OXXobZgS_WI,"the season weighs heavy on my nerves i don't have time to even sing these words i gotta go, i got stuff to do but i'll be seeing you yeah i'll be seeing you",,,,,Pensive,https://open.spotify.com/track/3me3BPbk4FJ8ivvetQOJhx,https://itunes.apple.com/ph/album/ill-be-seeing-you/1133062645?i=1133062976,https://jonathanmann.bandcamp.com/track/all-my-mutant-homies-say-what,"Folk, Delicate, Wistful, Good"
353,12/19/2009,Daylight Savings,1:58,G,60,Poetic,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=Wb4P45uOPRg,it gets dark so early i don't have time to do all the day time things that i need to if i were a vampire i'd love this time of year i'd take an evening stroll when the sky was clear daylight savings makes no sense give me back those hours i demand recompense i'm a morning person i never stay up late and when occasionally i do i don't feel so great so the darkness makes me sleepy and i feel like a party pooper i wish i was like mario could eat a mushroom and be super,,,,,Pensive,https://open.spotify.com/track/08cKJiBMGLTaKGZIt7az0H,https://itunes.apple.com/ph/album/daylight-savings/1133062645?i=1133062977,https://jonathanmann.bandcamp.com/track/ill-be-seeing-you,"Folk, Delicate, Wistful"
354,12/20/2009,Puking My Guts,0:48,D#,105,Sick,Los Angeles,Vocals,Clean,https://www.youtube.com/watch?v=ox_XSHIIwg4,N/A,,,,,Sad,https://open.spotify.com/track/5a2HKrc51fkFPwHLtKmqq6,https://itunes.apple.com/ph/album/puking-my-guts/1133062645?i=1133062978,https://jonathanmann.bandcamp.com/track/daylight-savings,"Acapella, Funny, Food Poisoning "
355,12/21/2009,I'm Weak,1:39,A,90,Sick,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=N2vWxFiiaWs,i'm weak i can barely walk i'm weak,,,,,Sad,https://open.spotify.com/track/5KwpfAsz3IUikodctZEfYE,https://itunes.apple.com/ph/album/im-weak/1133062645?i=1133062979,https://jonathanmann.bandcamp.com/track/puking-my-guts,"Folk, Light, Food poisoning "
356,12/22/2009,Food Poisoning,0:56,D,90,Sick,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=dwnny8P7oXM,food poisoning makes you want to die food poisoning feels like stabbing yourself in the eye puking then dry heaving then fever and then chills then your body's aching because and you can't take pain relieving pills cause you have food poisoning and you don't know from whence it came food poisoning is god's sick little game,,,,,Pensive,https://open.spotify.com/track/0iHCf6mBLZcZaVE6b9szb7,https://itunes.apple.com/ph/album/food-poisoning/1133062645?i=1133062980,https://jonathanmann.bandcamp.com/track/food-poisoning,"Folk, Light, Food poisoning "
357,12/23/2009,I Must Be Going Crazy,2:10,Bm,70,Poetic,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=zejii6xywE0,Right?!,,,,,Sad,https://open.spotify.com/track/0ejUus9CdTdEC8V5QB25BY,https://itunes.apple.com/ph/album/i-must-be-going-crazy/1133062645?i=1133062981,https://jonathanmann.bandcamp.com/track/i-must-be-going-crazy,"Folk, Dark, Rough"
358,12/24/2009,Happy Christmas Adam From Melissa,2:15,A,121,Christmas,Los Angeles,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=WwxaShQoIUU,"She loves the freckle above your lip She loves your love to Edward James She loves your knowledge of movie quotes and this love I now proclaim adam, melissa loves you happy christmas adam adam, melissa loves you happy christmas adam she loves your calculator watch she loves your kindness and your talent how you imitate the beatles how you throw your head back when you laugh she loves your love of bears roar! she loves your knowledge of computers being the big nerd that you are and so i present this song may the two of you travel far",,,,,Happy,https://open.spotify.com/track/5EkhY32iQ2nbskjzi1hqQT,https://itunes.apple.com/ph/album/happy-christmas-adam-from-melissa/1133062645?i=1133062982,https://jonathanmann.bandcamp.com/track/happy-christmas-adam-from-melissa,"Folk, Light, Holiday, Christmas"
359,12/25/2009,"The Story of Wandering Fall, Act 2, Scene 1: Blue Blue Oval",0:50,C,165,Poetic,Berkeley,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=YeHG3_RnwN4,www.tsowf.tumblr.com,,,,,Pensive,https://open.spotify.com/track/7DIuExAWig3Tg6zH0PPcXr,https://itunes.apple.com/ph/album/blue-blue-oval/1133062645?i=1133062983,https://jonathanmann.bandcamp.com/track/the-story-of-wandering-fall-act-2-scene-1-blue-blue-oval,"Electro, Narrative, Wandering Fall"
360,12/26/2009,"The Story of Wandering Fall, Act 2, Scene 2: Monsters Rising",0:43,C,120,Poetic,Berkeley,"Vocals, Synths, Samples, Drum Machine",N/A,https://www.youtube.com/watch?v=vL3vYiG3swI,www.tsowf.tumblr.com,,,,,Intense,https://open.spotify.com/track/0ZTT5dlz59eoONhfpUduzZ,https://itunes.apple.com/ph/album/monsters-rising/1133062645?i=1133062984,https://jonathanmann.bandcamp.com/track/the-story-of-wandering-fall-act-2-scene-2-monsters-rising,"Electro, Narrative, Wandering Fall"
361,12/27/2009,Soldier on Blindly,3:02,F#,73,Poetic,"Jupiter, FL","Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=urjhYZ60GQA,in the earliest of times there was nothing but void for humanities crimes i am forever employed cleaning up messes vacuuming dirt ready with the net so no one gets hurt again don't soldier on blindly iffen you find me acting unkindly my tongue is made out of fire as i strum on my lyre and attempt to inspire on the ocean floor i collect sea shells in the highest mountains i ring liberty bells down in the valley in the shady glen they hide in doors in the morning when i come a gilded knife and a child at play it was another life i threw that all away picking up pieces falling through the cracks you don't find love till you turn your back on it,,,,,Intense,https://open.spotify.com/track/1skmOf2fXTSE8B79nKVrR8,https://itunes.apple.com/ph/album/soldier-on-blindly/1133062645?i=1133062985,https://jonathanmann.bandcamp.com/track/soldier-on-blindly,"Folk, Anthem, Dark, Good"
362,12/28/2009,The Wrong Foot,3:06,G#,69,Poetic,"Jupiter, FL","Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=0C4SWjqNZZE,wrong way down a one way tarmac made of fools flocks of chickens block the only route barnyard johnny swings his ax without a care and the chickens scatter everywhere absolutely everywhere bureaucratic automatic touch reactionary such and such slam the brake no pull the clutch it's chess no tetris double dutch oh to give me what i want you'll have to compromise just admit defeat and open up the skies to give me what i want you'll have to learn to put the truth before a shoe that's on the wrong foot heads explode while points are made and then unmade with 8 fluent oz. and a sharpened blade the chickens will step aside and watch the mighty hoard of cattle as they climb on board they climb climb on board ostentatiously and without a plan the chickens do what chickens can they try to finish what they began with increasingly half baked demands,,,,,Pensive,https://open.spotify.com/track/20C1Dgh8wY4Pk7hIAKyOQC,https://itunes.apple.com/ph/album/the-wrong-foot/1133062645?i=1133062986,https://jonathanmann.bandcamp.com/track/the-wrong-foot,"Folk, Delicate, Wistful"
363,12/29/2009,"Time, Time, Time",4:01,C,115,Poetic,"Jupiter, FL","Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=tHoEqw_wcy0,"who leads the funeral procession? i need a face i can follow is there a priest who can lend a hand tonight who's the captain of this sinking ship as it's sw sw swswallowed who can make the call that'll save our lives? don't tell me that it'll be all right i hear the music playing there's liquid at the center of the earth i'm not much for fire and brimstone and that's not what i'm saying i don't know what i'm saying for whatever that's worth oh time, time, time when my body is old and decrepit who will let me lay dying who will carry me on to the other side is it grace that leads us or grace that weighs us down as we're trying our damndest to leave this world behind i never know what direction i'm going till i've start singing and it's too late then to turn and change the course I never know what kind of suitcase to pack or what kind of message i'm bringing or if i'll be riding a bike car train or horse",,,,,Pensive,https://open.spotify.com/track/6C87sK1PpxTg9B6tb2fCu6,https://itunes.apple.com/ph/album/time-time-time/1133062645?i=1133062987,https://jonathanmann.bandcamp.com/track/time-time-time,"Folk, Light"
364,12/30/2009,I'm Losing My Hair,3:03,G#,95,Life,"Jupiter, FL","Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=mGj4q6Q8v5Q,I'm just a losing my hair male pattern baldness everywhere say good bye to these big black locks i sit and watch it fall down on to my socks oh I'm just a losing my hair it's not a question of what is fair life moves on i'll be getting some grey i think it'll make me look sophisticated oh i'm just losing my hair and all i can do is stare but don't give me products i don't need your goop i'm a take it like a man now i'm part of a troupe oh i am losing my hair and it's not exactly that i don't care but change is good so i welcome it to hold on to the past feels desperate oh,,,,,Sad,https://open.spotify.com/track/0di888WmxpD9iawlXMbuWz,https://itunes.apple.com/ph/album/im-losing-my-hair/1133062645?i=1133062988,https://jonathanmann.bandcamp.com/track/im-losing-my-hair,"Folk, Delicate, Frustrated, My Appearence"
365,12/31/2009,"Me, I Write a Song a Day",3:08,F#,93,Song A Day,"Jupiter, FL","Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=XuX8Z8sxgiQ,one year ago 3000 miles away i picked up my ukelele and i started to play and every single day no matter what came my way i picked up my ukelele and i started to play some folks they try to change the world some folks go to church to pray some folks struggle to make a living me i write a song everyday one year down and many more to go i'll write about my friends and the city all aglow ill write about what i'm feeling i'll write about what i know one year down and many more to go some folks have fun at parties some folks like to listen to the DJ some folks they make a lot of money me i write a song a day one year ago in a bedroom in LA i picked up my ukulele and i started to play from the san francisco bay down to blue jay way i picked up my ukulele and i started to play some folks struggle to find meaning in a universe made of chaos and decay some folks have orchestras and power me i write a song a day,,,,,Pensive,https://open.spotify.com/track/2iAR7mw4iiajhqhj0nxR8R,https://itunes.apple.com/ph/album/me-i-write-a-song-a-day/1133062645?i=1133062989,https://jonathanmann.bandcamp.com/track/me-i-write-a-song-a-day,"Folk, Delicate, Milestone"
